Time between readings(sec): ,60
Duration of readings (mins): ,10
Date,Time,Data 1,Data 2
20.09.2022,12:39:29,11.45,33.63
20.09.2022,12:39:34,11.31,33.68
20.09.2022,12:39:39,11.28,33.61
20.09.2022,12:39:44,11.34,33.55
20.09.2022,12:39:49,11.46,33.43
20.09.2022,12:39:54,11.4,33.49
20.09.2022,12:39:59,11.45,33.53
20.09.2022,12:40:04,11.53,33.55
20.09.2022,12:40:09,11.48,33.6
20.09.2022,12:40:14,11.44,33.54
