Time between readings(sec): ,60
Duration of readings (mins): ,10
Date,Time,Data 1,Data 2
20.09.2022,12:17:13,11.2,34.57
20.09.2022,12:17:15,11.44,34.61
20.09.2022,12:17:17,11.5,34.65
20.09.2022,12:17:20,11.88,34.46
20.09.2022,12:17:22,12.69,34.04
20.09.2022,12:17:24,13.41,33.82
20.09.2022,12:17:26,13.33,33.9
20.09.2022,12:17:28,13.27,34.06
20.09.2022,12:17:30,13.37,34.14
20.09.2022,12:17:32,13.25,34.07
