Time between readings(sec): ,60
Duration of readings (mins): ,10
Date,Time,Data 1,Data 2
20.09.2022,11:48:11,13.65,32.31
20.09.2022,11:48:13,13.17,32.4
20.09.2022,11:48:15,12.81,32.47
20.09.2022,11:48:17,12.58,32.5
20.09.2022,11:48:20,12.1,32.5
20.09.2022,11:48:22,12.01,32.49
20.09.2022,11:48:24,12.18,32.51
20.09.2022,11:48:26,12.07,32.53
20.09.2022,11:48:28,11.85,32.55
20.09.2022,11:48:30,12.0,32.59
