Time between readings(sec): ,60
Duration of readings (mins): ,10
Date,Time,Data 1,Data 2
20.09.2022,12:07:01,11.64,34.7
20.09.2022,12:07:03,11.78,34.66
20.09.2022,12:07:05,11.66,34.68
20.09.2022,12:07:08,11.66,34.69
20.09.2022,12:07:10,12.34,34.39
20.09.2022,12:07:12,12.97,34.15
20.09.2022,12:07:14,13.38,34.04
20.09.2022,12:07:16,14.2,34.0
20.09.2022,12:07:18,14.89,34.08
20.09.2022,12:07:20,15.41,34.15
