Time between readings(sec): ,60
Duration of readings (mins): ,10
Date,Time,Data 1,Data 2
20.09.2022,12:41:17,11.38,33.51
20.09.2022,12:41:22,12.12,32.97
20.09.2022,12:41:27,12.57,32.71
20.09.2022,12:41:32,12.43,32.94
20.09.2022,12:41:37,12.53,33.04
20.09.2022,12:41:42,12.35,33.12
20.09.2022,12:41:47,12.37,33.2
20.09.2022,12:41:52,12.07,33.3
20.09.2022,12:41:57,12.01,33.37
20.09.2022,12:42:02,12.15,33.32
