Time between readings(sec): ,60
Duration of readings (mins): ,10
Date,Time,Data 1,Data 2
20.09.2022,11:51:29,12.87,33.38
20.09.2022,11:51:31,12.98,33.37
20.09.2022,11:51:33,12.95,33.4
20.09.2022,11:51:35,13.03,33.41
20.09.2022,11:51:37,12.79,33.46
20.09.2022,11:51:39,12.52,33.53
20.09.2022,11:51:41,12.15,33.61
20.09.2022,11:51:43,12.0,33.66
20.09.2022,11:51:45,11.85,33.72
20.09.2022,11:51:47,11.81,33.76
