Time between readings(sec): ,60
Duration of readings (mins): ,10
Date,Time,Data 1,Data 2
20.09.2022,12:24:55,12.02,32.48
20.09.2022,12:24:57,11.73,32.57
20.09.2022,12:25:00,11.59,32.61
20.09.2022,12:25:02,11.29,32.63
20.09.2022,12:25:04,11.19,32.62
20.09.2022,12:25:06,11.39,32.62
20.09.2022,12:25:08,11.41,32.6
20.09.2022,12:25:10,11.44,32.57
20.09.2022,12:25:12,11.65,32.55
20.09.2022,12:25:14,11.55,32.56
