Time between readings(sec): ,60
Duration of readings (mins): ,10
Date,Time,Data 1,Data 2
20.09.2022,10:38:28,24.42266372799515,22.70493627200485
20.09.2022,10:38:30,14.557490198821384,32.180509801178616
20.09.2022,10:38:32,14.22295358769992,32.22284641230008
20.09.2022,10:38:34,13.771923792418612,32.18687620758139
20.09.2022,10:38:36,13.298293245339195,32.1735067546608
20.09.2022,10:38:38,12.640679550004457,32.24672044999554
20.09.2022,10:38:40,12.504126114340252,32.28587388565975
20.09.2022,10:38:42,12.219565810454597,32.2782341895454
20.09.2022,10:38:44,12.009804738282853,32.293195261717145
20.09.2022,10:38:46,11.878026094840713,32.327573905159284
