Time between readings(sec): ,60
Duration of readings (mins): ,10
Date,Time,Data 1,Data 2
20.09.2022,10:34:01,23.253863727995153,22.70493627200485
20.09.2022,10:34:03,13.741695251871768,32.02230474812823
20.09.2022,10:34:05,13.338725821631705,32.035674178368296
20.09.2022,10:34:07,12.838356389386192,32.04904361061381
20.09.2022,10:34:09,12.33639535568608,32.064004644313925
20.09.2022,10:34:11,11.64568239824549,32.07291760175451
20.09.2022,10:34:13,11.43369312066448,32.09010687933553
20.09.2022,10:34:15,11.216610718866171,32.11238928113382
20.09.2022,10:34:17,11.264989415301223,32.16141058469877
20.09.2022,10:34:19,11.338515394061943,32.185284605938065
