Time between readings(sec): ,60
Duration of readings (mins): ,10
Date,Time,Data 1,Data 2
20.09.2022,12:23:44,10.5,34.29
20.09.2022,12:23:46,10.44,34.25
20.09.2022,12:23:48,10.46,34.23
20.09.2022,12:23:50,10.3,34.2
20.09.2022,12:23:52,10.35,34.15
20.09.2022,12:23:54,10.28,34.12
20.09.2022,12:23:56,10.41,34.09
20.09.2022,12:23:58,10.25,34.05
20.09.2022,12:24:00,10.36,34.04
20.09.2022,12:24:02,10.17,34.04
